,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,166.28,169.46,353.99,9.08,176.82,169.8
1,164.26,165.5,355.35,9.8,168.11,179.79
2,162.46,163.13,355.71,10.54,161.14,179.32
3,160.42,159.91,355.69,10.56,162.62,180.18
4,159.41,158.02,355.72,10.22,167.11,182.29
5,158.69,155.01,356.22,10.21,169.31,169.19
6,158.52,153.09,356.92,11.71,167.21,172.98
7,159.61,153.88,357.22,13.25,172.18,172.79
8,159.02,152.54,357.31,15.0,173.2,175.47
9,157.72,153.51,357.49,17.13,176.4,179.09
10,156.15,151.03,357.03,17.46,180.75,179.49
11,151.81,146.93,356.22,17.92,186.18,177.35
12,143.38,142.79,354.29,17.76,191.05,181.78
13,135.36,138.33,352.43,16.74,194.12,185.63
14,128.19,130.33,351.89,14.27,195.44,187.34
15,124.15,127.14,353.24,12.59,195.52,186.51
16,123.71,145.85,352.52,8.69,195.15,185.63
17,117.51,118.1,352.21,9.06,194.66,185.52
18,128.85,95.97,350.87,10.75,195.27,184.94
19,116.9,91.56,349.16,14.12,196.29,185.23
20,118.35,85.71,348.79,15.39,195.84,185.13
21,94.84,81.79,348.28,15.79,196.61,185.65
22,80.65,78.61,347.52,15.71,194.54,186.51
23,74.99,74.76,348.61,15.75,195.85,186.48
24,70.56,73.54,349.06,16.21,196.42,186.05
25,62.77,75.67,349.07,18.2,196.84,186.25
26,63.21,79.24,349.21,20.42,196.16,187.15
27,66.92,78.44,350.33,20.89,197.4,185.58
28,70.78,79.64,350.56,19.9,196.82,186.19
29,66.95,80.51,349.47,19.06,197.11,186.4
30,71.24,80.06,347.33,17.79,197.64,186.85
31,53.19,82.63,346.44,17.13,198.29,186.81
32,80.42,86.4,344.61,15.47,199.34,185.85
33,93.97,94.43,340.7,14.29,197.68,184.72
34,103.91,101.25,340.64,10.04,195.65,183.16
35,100.37,141.35,343.86,8.55,192.92,182.89
36,99.63,126.34,345.11,9.8,193.19,182.46
37,125.31,129.72,345.15,11.7,194.35,178.4
38,137.75,132.75,344.51,11.74,195.04,175.97
39,136.78,137.28,344.99,12.07,195.72,174.79
40,138.04,142.73,345.94,12.03,193.45,174.53
41,141.2,147.67,346.28,11.1,193.21,175.33
42,146.13,150.96,347.7,11.25,191.82,173.91
43,148.25,150.86,348.57,10.07,187.89,173.46
44,149.7,150.61,348.83,8.93,185.61,172.01
45,150.69,156.83,348.51,8.44,184.3,172.08
46,153.0,157.45,349.39,7.59,182.9,168.82
47,156.44,156.46,350.61,6.96,180.96,166.76
48,157.24,158.97,350.44,5.68,180.01,166.69
49,158.55,161.16,350.61,5.66,179.53,166.26
50,159.63,163.16,349.84,5.01,181.07,167.06
51,161.42,162.19,349.75,4.16,180.4,164.83
52,162.3,163.97,349.43,3.67,183.92,147.76
53,164.07,163.8,348.62,2.77,182.78,145.69
54,165.58,164.43,348.29,2.62,183.88,146.81
55,165.48,164.48,348.03,1.8,186.34,148.26
56,165.66,165.12,347.45,1.47,185.25,146.56
57,166.23,165.83,347.39,1.22,184.49,147.62
58,166.41,165.97,347.39,1.14,183.94,147.76
